Ano,date,description,amount
2023,17 Fev,Editora e Dist Educaci ,"168,71"
2023,18 Fev,Pagamento recebido ,"-33,30"
2023,18 Fev,Mercado Umuarama ,"17,16"
2023,18 Fev,Ifood *Ifd*Go Chicke ,"64,99"
2023,20 Fev,Lojas Americanas ,"10,00"
2023,20 Fev,Mercado Duarte ,"31,65"
2023,20 Fev,Estacionamento Iguatem ,"17,00"
2023,21 Fev,Rafael Andersson Roch 1/2,"59,85"
2023,21 Fev,Uber *Uber *Trip ,"6,90"
2023,21 Fev,Uber *Uber *Trip ,"19,96"
2023,21 Fev,Pag*Gustavohenrique ,"32,80"
2023,21 Fev,Kalunga Shopping Pelot ,"56,90"
2023,21 Fev,Burger King Shop Pelot ,"17,90"
2023,21 Fev,Giraffas ,"12,00"
2023,21 Fev,Uber *Uber *Trip ,"19,93"
2023,23 Fev,Ifood *Ifd*Cantinho ,"18,49"
2023,24 Fev,Abastecedora Mania ,"13,93"
2023,25 Fev,Cafe do Bosque ,"3,00"
2023,25 Fev,Uber *Uber *Trip ,"11,95"
2023,25 Fev,Uber *Uber *Trip ,"13,92"
2023,25 Fev,Bred Capas ,"19,90"
2023,25 Fev,Uber *Uber *Trip ,"10,96"
2023,26 Fev,Mercado Umuarama ,"36,17"
2023,27 Fev,Pag*Cdeskimorspelotas ,"52,50"
2023,01 Mar,Bred Capas ,"14,80"
2023,01 Mar,Amazonprimebr ,"14,90"
2023,02 Mar,Lojas Americanas ,"19,98"
2023,02 Mar,Brapel Comercio de Ali ,"11,90"
2023,03 Mar,Rafael Andersson Roch 2/2,"59,85"
2023,03 Mar,Pg *Ton Laf.S 3/4,"137,50"
2023,03 Mar,Ebw*Shopee 2/2,"15,55"
2023,03 Mar,Ebw*Shopee 2/2,"27,59"
2023,03 Mar,Parcelamento de Fatura 2/3,"170,96"
2023,03 Mar,Shopee*Newcool 2/2,"24,99"
2023,03 Mar,Parcelamento de Fatura 3/3,"160,78"
2023,04 Mar,Amazon Marketplace 1/9,"148,24"
2023,05 Mar,Macro Atacado Krolow ,"26,53"
2023,05 Mar,Abastecedora Mania ,"3,49"
2023,05 Mar,Supermercado Guanabara ,"35,01"
2023,05 Mar,Panvel Filial ,"11,77"
2023,06 Mar,Top Alimentos ,"8,99"
2023,07 Mar,Pagamento recebido ,"-1.331,51"
2023,08 Mar,Editora e Dist Educaci ,"168,71"
2023,09 Mar,Correios Cel*Recarga ,"40,00"
2023,10 Mar,Parcelamento de Fatura 1/9,"177,64"
2023,10 Mar,Crédito de parcelamento ,"-862,73"
2023,11 Mar,Mercado Umuarama ,"16,07"
2023,11 Mar,Pag*Defaultpag ,"34,80"
2023,12 Mar,Correios Cel*Recarga ,"40,00"
2023,12 Mar,Uber *Uber *Trip ,"14,94"
2023,12 Mar,Pastelaria Pontal ,"14,00"
2023,13 Mar,Abastecedora Mania ,"8,50"
2023,15 Mar,Filial Drive Pelotas ,"26,80"
2023,17 Mar,Abastecedora Mania ,"19,90"
2023,19 Mar,Bocattino ,"57,80"
2023,22 Mar,Mercado Umuarama ,"17,21"
2023,22 Mar,Panvel Filial ,"36,09"
2023,22 Mar,Pag*Flordeliz ,"7,15"
2023,23 Mar,Mercado Umuarama ,"15,48"
2023,24 Mar,Amazon-Marketplace ,"3,83"
2023,25 Mar,Nacional G.Chaves (Pel ,"19,27"
2023,25 Mar,Uber *Uber *Trip ,"9,97"
2023,27 Mar,Abastecedora Mania ,"14,90"
2023,27 Mar,Uber *Uber *Trip ,"11,93"
2023,28 Mar,Mercado Umuarama ,"12,63"
2023,29 Mar,Amazonprimebr ,"14,90"
2023,31 Mar,Panvel Filial ,"10,99"
2023,01 Abr,Pag*Comercialirazoqui ,"2,50"
2023,03 Abr,Pg *Ton Laf.S 4/4,"137,50"
2023,03 Abr,Parcelamento de Fatura 2/9,"177,64"
2023,03 Abr,Parcelamento de Fatura 3/3,"170,96"
2023,03 Abr,Amazon Marketplace 2/9,"148,22"
2023,04 Abr,Assb Comercio Varejis ,"7,80"
2023,04 Abr,Kalunga Shopping Pelot ,"56,10"
2023,04 Abr,Burger King Shop Pelot ,"30,90"
2023,04 Abr,Ifood *Ifd*Cafeteria ,"13,09"
2023,04 Abr,Burger King Shop Pelot ,"2,90"
2023,05 Abr,Pagamento recebido ,"-1.627,26"
2023,06 Abr,Panvel Filial ,"13,86"
2023,06 Abr,Abastecedora Mania ,"7,00"
2023,07 Abr,Lojas Americanas ,"42,16"
2023,07 Abr,Editora e Dist Educaci ,"168,71"
2023,07 Abr,Pag*Pelotas ,"51,98"
2023,07 Abr,Pag*Cia09original ,"62,99"
2023,07 Abr,Top Alimentos ,"7,40"
2023,08 Abr,Pag*Mixpastel ,"39,00"
2023,08 Abr,Panvel Filial ,"13,43"
2023,09 Abr,Burger King Shop Pelot ,"15,90"
2023,09 Abr,Lojas Americanas ,"9,99"
2023,11 Abr,Correios Cel*Recarga ,"40,00"
2023,12 Abr,Amazon.Com.Br ,"43,90"
2023,13 Abr,Abastecedora Mania ,"16,40"
2023,14 Abr,Mercado Humuarama ,"8,88"
2023,15 Abr,Uber *Uber *Trip ,"12,94"
2023,15 Abr,Panvel Filial ,"6,49"
2023,15 Abr,Pag*Cachorrodojao ,"11,90"
2023,15 Abr,Nacional Gerneral Osor ,"34,70"
2023,17 Abr,Panvel Filial ,"5,44"
2023,17 Abr,Mc Comercio Alimentici ,"32,00"
2023,18 Abr,Versa Cafe ,"10,00"
2023,18 Abr,Uber *Uber *Trip ,"9,97"
2023,20 Abr,Mercado Umuarama ,"12,40"
2023,20 Abr,Panvel Filial ,"9,99"
2023,23 Abr,Mercadolivre*Salersml 1/3,"66,84"
2023,23 Abr,Ifood *Ifd*Sao Jorge ,"44,00"
2023,26 Abr,Uber *Uber *Trip ,"13,92"
2023,26 Abr,Padaria e Confeitaria ,"35,80"
2023,27 Abr,Quasar Informatica 1/3,"71,02"
2023,27 Abr,Uber *Uber *Trip ,"8,97"
2023,27 Abr,Brapel C de A ,"38,80"
2023,27 Abr,Quasar Informatica 1/3,"71,02"
2023,27 Abr,Mercado Umuarama ,"29,97"
2023,28 Abr,"Crédito de ""Quasar Informatica"" ","-71,02"
2023,29 Abr,Amazonprimebr ,"14,90"
2023,02 Mai,I9pay S*Posto Fitazul ,"20,02"
2023,03 Mai,Amazon Marketplace 3/9,"148,22"
2023,03 Mai,Mercadolivre*Salersml 2/3,"66,84"
2023,03 Mai,Parcelamento de Fatura 3/9,"177,64"
2023,03 Mai,Quasar Informatica 2/3,"71,02"
2023,04 Mai,Tania M G Lopes ,"6,00"
2023,05 Mai,I9pay S*Posto Fitazul ,"9,95"
2023,06 Mai,Uber *Uber *Trip ,"12,98"
2023,07 Mai,Mercado Umuarama ,"32,58"
2023,07 Mai,Ifood *Ifd*Lancheria ,"49,98"
2023,07 Mai,I9pay S*Posto Fitazul ,"36,98"
2023,07 Mai,Editora e Dist Educaci ,"168,71"
2023,09 Mai,Pagamento recebido ,"-1.776,78"
2023,10 Mai,Shopee*Amo Mix 1/2,"43,85"
2023,12 Mai,Pagtel*Recarga ,"40,00"
2023,12 Mai,Amazon.Com.Br ,"31,26"
2023,13 Mai,Mercado Umuarama ,"47,20"
2023,14 Mai,Lojas Americanas ,"10,99"
2023,14 Mai,Mercado Umuarama ,"13,00"
2023,14 Mai,Ifood *Ifd*Bloom Cof ,"59,80"
2023,14 Mai,Kalunga Shopping Pelot ,"9,80"
2023,15 Mai,I9pay S*Posto Fitazul ,"6,50"
2023,16 Mai,Ifood *Ifd*Mcdonalds ,"50,28"
2023,16 Mai,iFood ,"26,19"
2023,17 Mai,Panvel Filial ,"14,78"
2023,17 Mai,iFood ,"42,79"
2023,18 Mai,iFood ,"27,99"
2023,18 Mai,Mercado Humuarama ,"6,59"
2023,20 Mai,Mercado Umuarama ,"13,44"
2023,20 Mai,I9pay S*Posto Fitazul ,"13,98"
2023,21 Mai,Pag*Wilsonlanchese ,"23,00"
2023,21 Mai,Uber *Uber *Trip ,"12,96"
2023,21 Mai,Pag*Thalisfilipedos ,"9,50"
2023,21 Mai,Uber *Uber *Trip ,"9,95"
2023,21 Mai,I9pay S*Posto Fitazul ,"7,49"
2023,23 Mai,Ifood *Ifd*Mestre do ,"41,59"
2023,23 Mai,I9pay S*Posto Fitazul ,"6,50"
2023,23 Mai,Mercado Umuarama ,"4,55"
2023,25 Mai,Black Lab Coffee ,"15,00"
2023,25 Mai,Burger King Shop Pelot ,"35,90"
2023,25 Mai,Kalunga Shopping Pelot ,"6,00"
2023,27 Mai,Mercado Umuarama ,"26,66"
2023,28 Mai,Uber *Uber *Trip ,"9,91"
2023,29 Mai,Uber *Uber *Trip ,"7,91"
2023,29 Mai,Bocattino ,"49,90"
2023,29 Mai,Lojas Americanas ,"13,99"
2023,01 Jun,Mercado Umuarama ,"5,65"
2023,03 Jun,Amazon Marketplace 4/9,"148,22"
2023,03 Jun,Mercadolivre*Salersml 3/3,"66,84"
2023,03 Jun,Quasar Informatica 3/3,"71,02"
2023,03 Jun,Parcelamento de Fatura 4/9,"177,64"
2023,03 Jun,Pagamento recebido ,"-200,00"
2023,03 Jun,Shopee*Amo Mix 2/2,"43,85"
2023,04 Jun,Pag*Megabytes 1/6,"396,19"
2023,04 Jun,Ifood *Ifd*Sila Hot ,"59,00"
2023,06 Jun,Pagamento recebido ,"-1.325,80"
2023,07 Jun,Editora e Dist Educaci ,"168,71"
2023,10 Jun,Atacado Globo ,"19,96"
2023,10 Jun,Nacional Gerneral Osor ,"17,99"
2023,10 Jun,Chen Presentes ,"18,00"
2023,10 Jun,Top Line 1/3,"50,01"
2023,10 Jun,Eduardo Reichow Schiav ,"40,98"
2023,10 Jun,Uber *Uber *Trip ,"7,92"
2023,13 Jun,Recarga de celular ,"40,00"
2023,14 Jun,Uber *Uber *Trip ,"7,91"
2023,14 Jun,Correios Cel*Recarga ,"40,00"
2023,19 Jun,Ifood *Ifd*Lancheria ,"55,98"
2023,19 Jun,Pagamento recebido ,"-20,00"
2023,19 Jun,iFood ,"19,98"
2023,20 Jun,Uber *Uber *Trip ,"11,98"
2023,20 Jun,Uber *Uber *Trip ,"10,92"
2023,25 Jun,Mercado Umuarama ,"14,19"
2023,29 Jun,Dimed Sa Distribuido ,"9,99"
2023,29 Jun,Amazonprimebr ,"14,90"
2023,29 Jun,I9pay S*Posto Fitazul ,"6,50"
2023,01 Jul,Mercado Umuarama ,"45,86"
2023,03 Jul,Amazon Marketplace 5/9,"148,22"
2023,03 Jul,Parcelamento de Fatura 5/9,"177,64"
2023,03 Jul,Pag*Megabytes 2/6,"396,17"
2023,03 Jul,Top Line 2/3,"49,99"
2023,05 Jul,Pagamento recebido ,"-1.514,54"
2023,05 Jul,Pagamento recebido ,"-3,48"
2023,07 Jul,I9pay S*Posto Fitazul ,"13,11"
2023,08 Jul,Burger King Shop Pelot ,"9,90"
2023,08 Jul,Uber *Uber *Trip ,"7,92"
2023,08 Jul,Burger King Shop Pelot ,"41,70"
2023,08 Jul,Lojas Americanas ,"15,98"
2023,10 Jul,Parcelamento de Fatura 1/3,"13,04"
2023,10 Jul,Crédito de parcelamento ,"-30,00"
2023,12 Jul,Mercado Umuarama ,"18,12"
2023,13 Jul,iFood ,"42,29"
2023,13 Jul,I9pay S*Posto Fitazul ,"6,50"
2023,14 Jul,Correios Cel*Recarga ,"40,00"
2023,16 Jul,Angelica Braga Lima ,"10,70"
2023,16 Jul,Uber *Uber *Trip ,"11,99"
2023,16 Jul,Conveniencia Sao Jorg ,"35,00"
2023,16 Jul,Macro Atacado Krolow ,"29,11"
2023,17 Jul,Uber *Uber *Trip ,"9,90"
2023,17 Jul,Uber *Uber *Trip ,"7,90"
2023,17 Jul,Dimed Sa Distribuido ,"6,49"
2023,17 Jul,I9pay S*Posto Fitazul ,"7,49"
2023,17 Jul,Uber *Uber *Trip ,"1,00"
2023,18 Jul,Pag*Steam 1/2,"24,50"
2023,18 Jul,Shopee*Shopee 1/3,"22,49"
2023,21 Jul,Shopee*978444716213777 ,"19,99"
2023,22 Jul,VERA REGINA BORGES GARCIA ,"5,80"
2023,22 Jul,Mercado Humuarama ,"35,26"
2023,23 Jul,Burger King Shop Pelot ,"20,00"
2023,29 Jul,Uber *Uber *Trip ,"13,99"
2023,29 Jul,Mp *Ninapizzas ,"7,00"
2023,29 Jul,Amazonprimebr ,"14,90"
2023,29 Jul,Benza Deliceria ,"34,50"
2023,29 Jul,Mp *Ninapizzas ,"58,90"
2023,29 Jul,C C Com ,"41,97"
2023,30 Jul,Mercado Humuarama ,"37,20"
2023,30 Jul,Mercado Humuarama ,"12,77"
2023,03 Ago,Amazon Marketplace 6/9,"148,22"
2023,03 Ago,Pag*Megabytes 3/6,"396,17"
2023,03 Ago,Parcelamento de Fatura 2/3,"13,04"
2023,03 Ago,Top Line 3/3,"49,99"
2023,03 Ago,Parcelamento de Fatura 6/9,"177,64"
2023,03 Ago,Pag*Steam 2/2,"24,50"
2023,03 Ago,Shopee*Shopee 2/3,"22,48"
2023,04 Ago,I9pay S*Posto Fitazul ,"15,00"
2023,05 Ago,I9pay S*Posto Fitazul ,"11,00"
2023,06 Ago,Pag*Mulekada ,"60,00"
2023,06 Ago,Brascon ,"23,90"
2023,06 Ago,Rio Sul Comercio de Ma ,"33,00"
2023,06 Ago,Mirelli Presentes 1/2,"50,00"
2023,06 Ago,Uber *Uber *Trip ,"12,99"
2023,07 Ago,Pagamento recebido ,"-1.445,96"
2023,07 Ago,I9pay S*Posto Fitazul ,"38,18"
2023,07 Ago,Uber *Uber *Trip ,"14,91"
2023,07 Ago,Pag*Tributopubparty ,"48,00"
2023,07 Ago,I9pay S*Posto Fitazul ,"20,00"
2023,07 Ago,Pag*Tributopubparty ,"5,00"
2023,08 Ago,Burger King Shop Pelot ,"7,90"
2023,08 Ago,Editora e Dist Educaci ,"168,71"
2023,10 Ago,Shopee*917242572857715 ,"37,18"
2023,11 Ago,Ronaldo Lanches ,"66,00"
2023,11 Ago,Pagamento recebido ,"-33,00"
2023,12 Ago,I9pay S*Posto Fitazul ,"15,99"
2023,12 Ago,Mercado Umuarama ,"23,97"
2023,12 Ago,Uber *Uber *Trip ,"13,95"
2023,13 Ago,Tania M G Lopes ,"3,50"
2023,13 Ago,Correios Cel*Recarga ,"40,00"
2023,13 Ago,Burger King Shop Pelot ,"19,90"
2023,19 Ago,I9pay S*Posto Fitazul ,"6,50"
2023,20 Ago,Uber *Uber *Trip ,"8,96"
2023,20 Ago,Uber *Uber *Trip ,"13,91"
2023,20 Ago,Mercado Umuarama ,"9,94"
2023,21 Ago,Uber *Uber *Trip ,"8,92"
2023,21 Ago,Lojas Americanas ,"18,79"
2023,25 Ago,Lojas Americanas ,"20,98"
2023,25 Ago,Kalunga Shopping Pelot ,"56,90"
2023,25 Ago,Burger King Shop Pelot ,"19,90"
2023,27 Ago,Padaria N. Sra Fatima ,"35,42"
2023,29 Ago,Ifood *Ifd*Delivery ,"35,90"
2023,29 Ago,I9pay S*Posto Fitazul ,"6,50"
2023,29 Ago,Amazonprimebr ,"14,90"
2023,03 Set,Amazon Marketplace 7/9,"148,22"
2023,03 Set,Mirelli Presentes 2/2,"50,00"
2023,03 Set,Pag*Megabytes 4/6,"396,17"
2023,03 Set,Parcelamento de Fatura 3/3,"13,04"
2023,03 Set,Parcelamento de Fatura 7/9,"177,64"
2023,03 Set,Shopee*Shopee 3/3,"22,48"
2023,05 Set,Ifood *Ifd*Porto do ,"29,49"
2023,05 Set,I9pay S*Posto Fitazul ,"6,50"
2023,06 Set,Filial Drive Pelotas ,"12,90"
2023,06 Set,Dimed Sa Distribuido ,"14,78"
2023,07 Set,Mercado Humuarama ,"17,48"
2023,08 Set,Pagamento recebido ,"-1.589,44"
2023,08 Set,Bistek Superm Fl ,"16,35"
2023,09 Set,Uber *Uber *Trip ,"13,94"
2023,09 Set,Bistek Superm Fl ,"19,97"
2023,09 Set,Uber *Uber *Trip ,"16,95"
2023,09 Set,Editora e Dist Educaci ,"168,71"
2023,09 Set,Supermercados Imperatr ,"79,86"
2023,10 Set,Burger King ,"31,90"
2023,10 Set,Pag*Luisjavierlopezsa ,"30,00"
2023,10 Set,Bistek Superm Fl ,"7,49"
2023,10 Set,Ifood *Ifd*Quebra Ge ,"24,50"
2023,10 Set,Burger King ,"9,90"
2023,10 Set,Kaizen Comercio de Ace ,"77,80"
2023,11 Set,Crédito de parcelamento ,"-196,20"
2023,11 Set,Crédito de parcelamento de compra ,"-77,80"
2023,11 Set,Crédito de parcelamento de compra ,"-79,86"
2023,11 Set,Parcelamento de Fatura 1/3,"84,88"
2023,11 Set,"Parcelamento de Compra ""Supermercados Imperatr"" 1/2","41,49"
2023,11 Set,"Parcelamento de Compra ""Kaizen Comercio de Ace"" 1/2","40,42"
2023,11 Set,Pagtel*Recarga ,"40,00"
2023,04 Out,Amazon Marketplace 8/9,"148,22"
2023,04 Out,Pag*Megabytes 5/6,"396,17"
2023,10 Out,"Parcelamento de Compra ""Kaizen Comercio de Ace"" 2/2","40,42"
2023,10 Out,Parcelamento de Fatura 8/9,"177,64"
2023,10 Out,Parcelamento de Fatura 2/3,"84,88"
2023,10 Out,"Parcelamento de Compra ""Supermercados Imperatr"" 2/2","41,49"
2023,04 Nov,Amazon Marketplace 9/9,"148,22"
2023,04 Nov,Pag*Megabytes 6/6,"396,17"
2023,11 Nov,Parcelamento de Fatura 9/9,"177,64"
2023,11 Nov,Parcelamento de Fatura 3/3,"84,88"
